Importe,card_type,country,card_operation_type,transaction_type,acquirer,state
6500,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
40500,AMERICAN,CL,DEBIT,PAY,INDIE,ACCEPTED
63500,AMERICAN,CL,DEBIT,PAY,INDIE,ACCEPTED
32000,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
121500,AMERICAN,CL,DEBIT,PAY,INDIE,ACCEPTED
44500,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
32331,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
6200,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
145500,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
141500,MASTERCARD,CL,DEBIT,PAY,INDIE,ACCEPTED
55500,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
52500,MASTERCARD,CL,CREDIT,PAY,INDIE,ACCEPTED
26000,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
43000,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
89800,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
3500,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
4500,AMERICAN,CL,DEBIT,PAY,INDIE,ACCEPTED
45500,MASTERCARD,CL,CREDIT,PAY,INDIE,ACCEPTED
193200,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
68000,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
7500,AMERICAN,CL,DEBIT,PAY,INDIE,ACCEPTED
23000,MASTERCARD,CL,CREDIT,PAY,INDIE,ACCEPTED
122000,MASTERCARD,CL,CREDIT,PAY,INDIE,ACCEPTED
66000,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
33552,AMERICAN,CL,CREDIT,PAY,INDIE,PARTIAL_REFUNDED
7500,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
50500,MASTERCARD,CL,CREDIT,PAY,INDIE,ACCEPTED
57950,MASTERCARD,CL,CREDIT,PAY,INDIE,ACCEPTED
63500,MASTERCARD,CL,DEBIT,PAY,INDIE,PARTIAL_REFUNDED
3000,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
8000,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
62000,AMERICAN,PA,DEBIT,PAY,INDIE,ACCEPTED
40000,AMERICAN,PA,DEBIT,PAY,INDIE,ACCEPTED
78500,MASTERCARD,PA,CREDIT,PAY,INDIE,ACCEPTED
3500,AMERICAN,PA,CREDIT,PAY,INDIE,ACCEPTED
96500,AMERICAN,PA,DEBIT,PAY,INDIE,ACCEPTED
4500,AMERICAN,PA,DEBIT,PAY,INDIE,ACCEPTED
38500,MASTERCARD,PA,CREDIT,PAY,INDIE,ACCEPTED
35500,AMERICAN,PA,CREDIT,PAY,INDIE,ACCEPTED
28500,AMERICAN,PA,CREDIT,PAY,INDIE,ACCEPTED
62000,MASTERCARD,PA,DEBIT,PAY,INDIE,ACCEPTED
6500,AMERICAN,PA,CREDIT,PAY,INDIE,ACCEPTED
6500,AMERICAN,PA,DEBIT,PAY,INDIE,ACCEPTED
83000,AMERICAN,PA,DEBIT,PAY,INDIE,ACCEPTED
6500,AMERICAN,PA,DEBIT,PAY,INDIE,ACCEPTED
47000,MASTERCARD,PA,CREDIT,PAY,INDIE,ACCEPTED
46000,MASTERCARD,PA,DEBIT,PAY,INDIE,ACCEPTED
24000,AMERICAN,PA,DEBIT,PAY,INDIE,ACCEPTED
19125,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
50050,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
7500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
7500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
43050,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
1500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
99000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
89000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
37500,AMERICAN,EC,CREDIT,PAY,INDIE,CANCELLED
3000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
48000,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
6500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
34500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
7500,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
122540,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
48500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
1500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
49500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
109500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
25700,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
19875,MASTERCARD,EC,CREDIT,PAY,INDIE,CANCELLED
30500,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
84500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
48000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
84600,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
53500,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
1500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
97500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
62500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
21000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
49500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
89050,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
105000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
28000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
4500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
7500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
7000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
33000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
29500,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
37000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
44184,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
4500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
27000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
32000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
27750,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
6500,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
45985,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
37000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
37500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
8000,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
278750,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
143029,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
45500,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
92000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
66000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
254019,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
35000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
53600,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
22875,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
57500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
35250,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
24375,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
47500,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
73500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
75000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
32500,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
135000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
7500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
44000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
44000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
27000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
93100,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
245000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
49125,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
33500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
30000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
7500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
57500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
2000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
38322,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
140300,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
68500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
61000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
51000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
47750,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
30400,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
20000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
105500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
35140,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
36000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
28500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
120500,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
27400,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
77500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
59500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
4500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
51750,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
3200,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
2000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
34500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
83000,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
37000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
90500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
49000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
127500,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
55500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
42000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
55125,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
27500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
19125,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
56875,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
36000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
80000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
110500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
4500,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
41250,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
31500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
53000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
134111,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
43000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
123000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
34000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
49000,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
1000,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
48500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
41000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
85500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
54375,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
3500,MASTERCARD,EC,DEBIT,REFUND,INDIE,PARTIAL_REFUNDED
271176,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
62250,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
35000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
43500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
3000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
48424,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
46000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
4500,AMERICAN,EC,DEBIT,PAY,INDIE,CANCELLED
58000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
8000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
53500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
3500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
21000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
51500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
61500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
51400,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
23625,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
3500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
43000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
200000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
122500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
41000,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
2500,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
3000,MASTERCARD,EC,DEBIT,REFUND,INDIE,PARTIAL_REFUNDED
3500,AMERICAN,EC,DEBIT,REFUND,INDIE,PARTIAL_REFUNDED
48000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
37000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
7500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
179996,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
100,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
42000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
46500,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
35400,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
47000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
56000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
57000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
51000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
33350,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
1000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
7500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
4500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
107000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
8000,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
38600,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
74000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
62625,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
56500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
50500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
49375,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
33500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
33000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
45000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
28500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
52000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
41800,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
3000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
57000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
3500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
29625,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
63500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
4500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
87000,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
1219,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
53000,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
144000,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
132000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
50500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
46875,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
4500,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
31000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
28000,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
178650,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
35200,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
7500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
124000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
55000,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
52500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
8000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
28162,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
21000,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
35000,AMERICAN,EC,DEBIT,PAY,INDIE,CANCELLED
248011,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
38342,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
92000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
7500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
55000,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
85000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
30000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
37000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
92000,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
77800,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
8000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
54000,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
31500,AMERICAN,EC,DEBIT,PAY,INDIE,PARTIAL_REFUNDED
37000,AMERICAN,EC,DEBIT,REFUND,INDIE,CANCELLED
4000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
38500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
8000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
1500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
74500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
35580,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
4000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
82000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
26845,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
26500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
46000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
7000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
154500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
35000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
37000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
37000,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
30811,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
30100,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
92000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
52125,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
80000,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
47250,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
68137,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
3500,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
7500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
107600,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
100,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
42750,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
3000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
4000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
3000,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
51500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
42500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
2000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
3500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
64500,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
28500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
52500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
53500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
40000,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
54500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
55500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
35000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
4500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
1000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
7000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
39000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
43125,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
3000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
4500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
59625,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
37000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
148975,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
25500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
7500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
32000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
8000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
7500,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
6500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
49500,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
4500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
69000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
44000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
100,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
45000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
7500,AMERICAN,EC,DEBIT,PAY,INDIE,CANCELLED
42000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
43000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
7500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
46000,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
64850,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
4500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
34500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
4500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
37750,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
25500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
112500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
3000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
7000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
4500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
91093,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
30500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
29000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
97500,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
4500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
82000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
34500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
33000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
26500,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
31987,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
164000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
53000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
63000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
117661,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
58375,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
32250,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
47000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
7500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
50000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
53400,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
38300,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
37000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
35500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
31500,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
83000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
41690,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
4500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
103500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
39155,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
58875,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
66000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
90000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
168000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
